,year,price
3341,2018,19480
3342,2019,28780
3343,2015,17480
3344,2015,17480
3345,2016,15280
3346,2016,18480
3347,2019,25780
3348,2020,30480
3349,2020,30480
3350,2019,34980
3351,2019,24980
3352,2019,30480
3353,2019,31000
3354,2019,49980
3355,2018,23480
3356,2017,30980
3357,2018,29980
3358,2014,14500
3359,2013,7491
3360,2016,19402
3361,2014,17050
3362,2013,10090
3363,2018,22500
3364,2018,33000
3365,2018,29980
3366,2019,19250
3367,2018,27500
3368,2019,23880
3369,2019,30980
3370,2019,25780
3371,2019,24780
3372,2017,28980
3373,2019,24995
3374,2017,18495
3375,2019,39995
3376,2018,37900
3377,2020,44995
3378,2020,56995
3379,2017,23995
3380,2019,27995
3381,2020,59995
3382,2017,28995
3383,2017,16995
3384,2020,39995
3385,2020,39995
3386,2020,67495
3387,2020,28995
3388,2017,13995
3389,2015,22995
3390,2020,59995
3391,2018,19995
3392,2016,16495
3393,2014,14750
3394,2016,18995
3395,2017,20291
3396,2016,11999
3397,2015,14440
3398,2019,30991
3399,2019,25491
3400,2019,20391
3401,2020,24791
3402,2019,22995
3403,2019,26789
3404,2015,16395
3405,2017,16495
3406,2016,39844
3407,2014,20495
3408,2019,24995
3409,2019,25495
3410,2019,40995
3411,2016,29995
3412,2017,16495
3413,2016,15498
3414,2016,19170
3415,2016,18280
3416,2015,17707
3417,2016,14057
3418,2018,16130
3419,2018,21160
3420,2018,27950
3421,2016,15277
3422,2016,19470
3423,2019,37891
3424,2017,20995
3425,2017,17480
3426,2019,49500
3427,2017,21980
3428,2019,18480
3429,2019,25980
3430,2019,19480
3431,2019,29000
3432,2018,24000
3433,2017,14295
3434,2019,28995
3435,2016,17998
3436,2015,15998
3437,2016,19998
3438,2019,20698
3439,2018,39998
3440,2016,19698
3441,2018,21798
3442,2016,18498
3443,2017,20995
3444,2018,20995
3445,2015,23995
3446,2018,20999
3447,2019,25999
3448,2019,28999
3449,2020,43995
3450,2019,26795
3451,2016,52990
3452,2017,16495
3453,2017,21495
3454,2020,42495
3455,2019,51995
3456,2020,29995
3457,2015,17495
3458,2019,67495
3459,2017,13999
3460,2018,19000
3461,2019,47999
3462,2019,47999
3463,2019,43990
3464,2019,30999
3465,2014,14499
3466,2019,24999
3467,2019,24999
3468,2019,23499
3469,2019,25499
3470,2019,29999
3471,2019,29000
3472,2019,24499
3473,2019,23999
3474,2019,30500
3475,2019,26250
3476,2019,24999
3477,2019,26999
3478,2019,31999
3479,2019,30999
3480,2019,32495
3481,2019,31999
3482,2019,32999
3483,2019,32499
3484,2019,38999
3485,2019,28799
3486,2019,23299
3487,2017,22995
3488,2018,20799
3489,2020,42999
3490,2019,24999
3491,2016,20995
3492,2013,9300
3493,2016,16896
3494,2017,15361
3495,2013,10241
3496,2017,15770
3497,2015,16000
3498,2016,19431
3499,2017,25494
3500,2015,15500
3501,2018,30498
3502,2016,18998
3503,2017,18998
3504,2016,10998
3505,2017,18498
3506,2016,13698
3507,2017,14998
3508,2017,14698
3509,2016,13498
3510,2015,15999
3511,2018,20999
3512,2019,34699
3513,2019,24999
3514,2019,24050
3515,2020,41999
3516,2019,38999
3517,2020,42995
3518,2019,36999
3519,2019,25990
3520,2017,17850
3521,2018,20990
3522,2016,18850
3523,2014,10195
3524,2016,15995
3525,2016,19399
3526,2017,30291
3527,2018,18000
3528,2015,12999
3529,2017,25998
3530,2016,32998
3531,2019,19980
3532,2019,19250
3533,2019,47980
3534,2019,34980
3535,2019,32480
3536,2019,28480
3537,2019,27480
3538,2017,18250
3539,2015,14995
3540,2015,13260
3541,2018,18450
3542,2015,17250
3543,2015,18610
3544,2014,9853
3545,2016,18790
3546,2015,14150
3547,2017,17300
3548,2019,22980
3549,2019,31980
3550,2016,14980
3551,2018,19500
3552,2017,29500
3553,2016,27995
3554,2019,26500
3555,2018,29495
3556,2017,23250
3557,2019,31650
3558,2018,20750
3559,2016,21750
3560,2017,27995
3561,2019,18998
3562,2017,19498
3563,2015,20498
3564,2013,10498
3565,2015,18498
3566,2015,15298
3567,2016,17400
3568,2018,21495
3569,2017,19499
3570,2019,34990
3571,2019,26999
3572,2019,30499
3573,2019,25799
3574,2017,18999
3575,2019,31299
3576,2016,18750
3577,2017,23295
3578,2019,31995
3579,2016,25299
3580,2018,20995
3581,2017,24995
3582,2019,25995
3583,2019,27995
3584,2019,23995
3585,2017,23995
3586,2015,15995
3587,2016,36495
3588,2017,22495
3589,2019,24995
3590,2016,31995
3591,2019,59995
3592,2019,28995
3593,2019,45995
3594,2019,55995
3595,2019,24995
3596,2019,24995
3597,2018,89995
3598,2017,20995
3599,2017,46995
3600,2019,52495
3601,2019,44995
3602,2019,39995
3603,2019,32995
3604,2017,33995
3605,2016,21750
3606,2018,19695
3607,2016,24500
3608,2015,16995
3609,2017,22750
3610,2017,24750
3611,2017,27750
3612,2018,19995
3613,2019,36995
3614,2019,36500
3615,2019,37250
3616,2017,18995
3617,2017,15995
3618,2016,21995
3619,2016,17995
3620,2018,34995
3621,2019,34000
3622,2019,19995
3623,2019,31799
3624,2019,23295
3625,2019,23995
3626,2019,44999
3627,2019,21499
3628,2019,25795
3629,2017,18299
3630,2019,31499
3631,2018,22999
3632,2018,24950
3633,2017,19999
3634,2017,24299
3635,2017,20799
3636,2019,24499
3637,2019,31995
3638,2019,44999
3639,2019,46499
3640,2017,26995
3641,2017,19795
3642,2016,16750
3643,2018,19250
3644,2018,18995
3645,2018,23500
3646,2019,26995
3647,2019,24250
3648,2019,33285
3649,2020,25299
3650,2020,22999
3651,2016,19999
3652,2016,16500
3653,2017,25995
3654,2017,26995
3655,2019,24250
3656,2018,16750
3657,2016,27995
3658,2019,41995
3659,2018,35995
3660,2019,25995
3661,2018,19750
3662,2019,25950
3663,2019,29299
3664,2019,27499
3665,2019,29950
3666,2019,31799
3667,2019,38999
3668,2019,31999
3669,2019,22799
3670,2019,31995
3671,2017,18299
3672,2019,21749
3673,2015,17495
3674,2017,14500
3675,2016,17000
3676,2018,21500
3677,2018,19995
3678,2017,17500
3679,2016,26000
3680,2018,23995
3681,2019,25495
3682,2017,23999
3683,2019,25299
3684,2019,26999
3685,2015,14999
3686,2017,33499
3687,2015,17350
3688,2018,21500
3689,2018,24750
3690,2017,24500
3691,2018,28750
3692,2019,28299
3693,2018,23299
3694,2018,16799
3695,2020,41995
3696,2016,21995
3697,2017,21250
3698,2016,17450
3699,2017,26995
3700,2015,17995
3701,2017,13495
3702,2017,19545
3703,2017,18750
3704,2017,20995
3705,2015,16995
3706,2014,16401
3707,2017,19701
3708,2016,19701
3709,2016,26001
3710,2019,20001
3711,2018,22201
3712,2016,16999
3713,2018,25980
3714,2016,22999
3715,2019,24799
3716,2019,31650
3717,2017,17750
3718,2019,22400
3719,2016,18995
3720,2016,19495
3721,2016,19995
3722,2020,45499
3723,2019,30999
3724,2019,34799
3725,2019,33499
3726,2019,31499
3727,2016,17490
3728,2017,16300
3729,2017,20991
3730,2016,14606
3731,2019,23825
3732,2019,28880
3733,2019,28850
3734,2017,15450
3735,2016,23990
3736,2016,18290
3737,2017,23890
3738,2019,30845
3739,2019,46755
3740,2019,23904
3741,2019,33995
3742,2019,30675
3743,2019,34630
3744,2016,16215
3745,2016,16545
3746,2017,28910
3747,2019,19394
3748,2016,17991
3749,2014,13620
3750,2015,11281
3751,2018,27971
3752,2016,18750
3753,2014,11000
3754,2016,17000
3755,2016,19995
3756,2015,16617
3757,2014,12360
3758,2018,21960
3759,2015,17441
3760,2017,31741
3761,2018,38881
3762,2013,9991
3763,2016,19791
3764,2017,28360
3765,2016,18750
3766,2017,29750
3767,2019,21810
3768,2019,27950
3769,2016,21995
3770,2017,22495
3771,2016,14500
3772,2018,16991
3773,2016,18249
3774,2017,22479
3775,2015,15849
3776,2017,21449
3777,2015,13250
3778,2019,25295
3779,2018,26995
3780,2016,16495
3781,2017,14295
3782,2018,21995
3783,2018,25995
3784,2017,22995
3785,2017,29462
3786,2017,31692
3787,2018,45842
3788,2018,21386
3789,2017,14891
3790,2017,18152
3791,2017,16491
3792,2017,27690
3793,2016,22999
3794,2017,19990
3795,2017,23995
3796,2015,14295
3797,2016,22491
3798,2015,16993
3799,2017,20495
3800,2014,11995
3801,2016,16495
3802,2017,20495
3803,2017,18495
3804,2015,15689
3805,2019,52732
3806,2019,44490
3807,2017,24913
3808,2018,29062
3809,2018,29112
3810,2017,27526
3811,2020,25931
3812,2020,40411
3813,2016,20152
3814,2020,26491
3815,2019,38790
3816,2019,41870
3817,2019,49991
3818,2017,17973
3819,2017,21832
3820,2016,16991
3821,2019,38596
3822,2019,28382
3823,2017,17650
3824,2019,21250
3825,2017,25450
3826,2019,24999
3827,2018,21250
3828,2020,26325
3829,2020,26375
3830,2019,25695
3831,2019,20160
3832,2019,34950
3833,2020,29999
3834,2019,31745
3835,2019,27679
3836,2017,18358
3837,2020,27346
3838,2019,31009
3839,2019,33750
3840,2019,29903
3841,2019,34335
3842,2020,26841
3843,2015,16122
3844,2019,25346
3845,2019,25966
3846,2019,29612
3847,2019,38780
3848,2019,23480
3849,2019,36395
3850,2019,25102
3851,2019,24626
3852,2019,22176
3853,2019,51096
3854,2019,28896
3855,2017,20562
3856,2017,13862
3857,2019,27380
3858,2019,80650
3859,2019,29491
3860,2019,28951
3861,2019,38661
3862,2019,54991
3863,2020,54561
3864,2020,27791
3865,2019,31276
3866,2019,19746
3867,2018,27832
3868,2017,26124
3869,2016,17382
3870,2016,20412
3871,2017,16202
3872,2016,17999
3873,2014,16399
3874,2018,31999
3875,2016,19798
3876,2016,27998
3877,2018,19998
3878,2016,19998
3879,2014,11998
3880,2017,27298
3881,2015,15990
3882,2017,16442
3883,2017,15892
3884,2017,36092
3885,2018,26990
3886,2017,20490
3887,2017,21990
3888,2016,17990
3889,2015,12790
3890,2016,24490
3891,2019,35990
3892,2017,17990
3893,2017,23290
3894,2017,22290
3895,2017,21290
3896,2020,24490
3897,2020,32290
3898,2020,22390
3899,2017,20490
3900,2018,33990
3901,2019,26490
3902,2019,48990
3903,2019,32390
3904,2019,19990
3905,2019,21490
3906,2019,28990
3907,2018,26690
3908,2019,19490
3909,2019,25490
3910,2019,19490
3911,2019,25990
3912,2019,32490
3913,2018,27990
3914,2019,24540
3915,2019,21500
3916,2020,39991
3917,2019,26991
3918,2016,16232
3919,2019,41480
3920,2014,12802
3921,2013,9991
3922,2019,35162
3923,2019,25122
3924,2014,11350
3925,2013,12893
3926,2020,72990
3927,2016,16890
3928,2016,12790
3929,2019,22790
3930,2019,34990
3931,2017,20990
3932,2016,12490
3933,2017,21190
3934,2019,26990
3935,2018,25990
3936,2019,28990
3937,2019,19490
3938,2019,29990
3939,2018,29890
3940,2018,27490
3941,2018,32990
3942,2017,20690
3943,2017,21990
3944,2018,34390
3945,2018,23990
3946,2019,17690
3947,2019,25990
3948,2019,23990
3949,2019,23990
3950,2019,23290
3951,2019,22490
3952,2019,19290
3953,2018,23990
3954,2016,22991
3955,2018,21486
3956,2017,28672
3957,2018,21342
3958,2018,22032
3959,2018,28342
3960,2018,28752
3961,2019,30492
3962,2016,14441
3963,2019,34556
3964,2019,33356
3965,2019,26396
3966,2016,21502
3967,2019,37990
3968,2019,31990
3969,2019,27590
3970,2019,31990
3971,2019,47490
3972,2019,28990
3973,2019,34790
3974,2020,26790
3975,2013,8991
3976,2017,28582
3977,2018,26965
3978,2019,102502
3979,2017,20282
3980,2015,11040
3981,2015,11444
3982,2015,12980
3983,2019,25554
3984,2019,29775
3985,2019,22956
3986,2019,27992
3987,2019,40532
3988,2019,25316
3989,2019,25276
3990,2017,30732
3991,2019,34946
3992,2019,27086
3993,2017,23991
3994,2016,13823
3995,2016,25932
3996,2016,30502
3997,2015,18216
3998,2016,14722
3999,2017,15691
4000,2016,18663
4001,2015,15462
4002,2017,32552
4003,2017,32312
4004,2018,43286
4005,2020,41991
4006,2017,14991
4007,2017,33142
4008,2019,56191
4009,2019,56810
4010,2019,23410
4011,2019,23250
4012,2019,30991
4013,2019,38550
4014,2019,26991
4015,2017,18772
4016,2016,21112
4017,2013,10122
4018,2016,22041
4019,2017,16311
4020,2017,19811
4021,2017,31022
4022,2017,19762
4023,2016,29362
4024,2018,23456
4025,2020,24640
4026,2020,41991
4027,2017,17761
4028,2019,43750
4029,2020,26890
4030,2019,36540
4031,2017,20882
4032,2019,21880
4033,2019,21990
4034,2019,21990
4035,2019,21990
4036,2019,21990
4037,2018,24132
4038,2019,19110
4039,2016,15562
4040,2016,21991
4041,2019,31790
4042,2018,21936
4043,2019,27776
4044,2016,25733
4045,2017,18491
4046,2019,26076
4047,2018,27872
4048,2018,26072
4049,2019,21906
4050,2019,25046
4051,2019,18276
4052,2019,27790
4053,2019,89880
4054,2019,29990
4055,2019,43640
4056,2019,49390
4057,2019,22590
4058,2019,22590
4059,2019,22590
4060,2019,22850
4061,2018,27272
4062,2019,60970
4063,2019,21250
4064,2019,35730
4065,2019,36432
4066,2019,25991
4067,2019,30991
4068,2017,18162
4069,2016,13742
4070,2019,67940
4071,2020,71991
4072,2019,34622
4073,2020,40991
4074,2020,34991
4075,2018,30991
4076,2015,18736
4077,2016,11701
4078,2019,36292
4079,2016,21133
4080,2019,21690
4081,2016,23282
4082,2019,35791
4083,2015,17672
4084,2016,13991
4085,2018,26492
4086,2019,25072
4087,2019,104590
4088,2019,26992
4089,2019,19786
4090,2016,14991
4091,2020,33991
4092,2016,27102
4093,2017,30991
4094,2019,124366
4095,2016,15691
4096,2019,35890
4097,2019,23890
4098,2019,25390
4099,2019,24290
4100,2019,35991
4101,2019,38970
4102,2017,41612
4103,2020,24890
4104,2020,59990
4105,2020,26890
4106,2020,26890
4107,2020,39991
4108,2020,48790
4109,2020,28790
4110,2020,26890
4111,2017,22052
4112,2017,20498
4113,2017,21998
4114,2018,17991
4115,2016,21933
4116,2019,52146
4117,2016,23911
4118,2016,17498
4119,2018,16498
4120,2016,17998
4121,2018,29869
4122,2016,14991
4123,2014,12693
4124,2019,26998
4125,2014,14498
4126,2015,17998
4127,2017,20298
4128,2018,23998
4129,2016,19998
4130,2018,20498
4131,2015,14298
4132,2016,23062
4133,2017,32472
4134,2017,21182
4135,2018,17991
4136,2016,20042
4137,2018,55376
4138,2016,25412
4139,2018,22798
4140,2013,13991
4141,2018,21991
4142,2015,16322
4143,2017,16991
4144,2017,15991
4145,2018,27991
4146,2015,17491
4147,2018,43991
4148,2019,48990
4149,2014,8991
4150,2018,20691
4151,2017,22491
4152,2017,30996
4153,2019,36791
4154,2016,16300
4155,2019,20440
4156,2018,20690
4157,2015,16590
4158,2014,11100
4159,2017,16860
4160,2016,17590
4161,2016,17750
4162,2017,14250
4163,2015,13100
4164,2017,14610
4165,2018,18700
4166,2017,16177
4167,2018,18700
4168,2017,21380
4169,2017,19000
4170,2014,12900
4171,2018,32000
4172,2017,27998
4173,2019,23298
4174,2013,14991
4175,2017,15870
4176,2016,18280
4177,2014,11100
4178,2016,18590
4179,2016,18790
4180,2019,33790
4181,2016,19000
4182,2017,23000
4183,2018,19995
4184,2017,19000
4185,2018,17900
4186,2019,34900
4187,2020,34900
4188,2020,42900
4189,2019,39790
4190,2019,36791
4191,2019,48251
4192,2020,42441
4193,2016,21292
4194,2019,48990
4195,2016,23822
4196,2017,16162
4197,2019,19520
4198,2019,19680
4199,2014,14995
4200,2019,33995
4201,2019,25495
4202,2019,59995
4203,2019,25995
4204,2020,28900
4205,2020,28900
4206,2020,26400
4207,2019,42400
4208,2019,41900
4209,2018,104400
4210,2019,32900
4211,2018,22400
4212,2020,52900
4213,2020,45900
4214,2020,41900
4215,2019,52900
4216,2019,49400
4217,2017,16700
4218,2013,10891
4219,2017,16392
4220,2017,17392
4221,2018,15491
4222,2015,9391
4223,2020,35400
4224,2016,15900
4225,2018,22400
4226,2013,16995
4227,2015,22995
4228,2019,19995
4229,2019,42995
4230,2017,22495
4231,2018,29495
4232,2020,54995
4233,2019,38995
4234,2020,56995
4235,2019,36995
4236,2018,22900
4237,2019,41995
4238,2019,29995
4239,2020,59995
4240,2019,29995
4241,2019,34995
4242,2018,21995
4243,2020,59995
4244,2015,19995
4245,2017,22995
4246,2019,38990
4247,2019,29990
4248,2020,33990
4249,2017,21990
4250,2019,28990
4251,2020,27990
4252,2020,38990
4253,2019,58990
4254,2019,36490
4255,2019,46390
4256,2016,16995
4257,2020,25995
4258,2015,19995
4259,2018,30495
4260,2018,27995
4261,2020,29900
4262,2018,19995
4263,2018,34995
4264,2019,41900
4265,2020,56995
4266,2016,20400
4267,2017,18400
4268,2019,42900
4269,2019,23900
4270,2019,29900
4271,2019,31900
4272,2019,36900
4273,2019,39400
4274,2017,11900
4275,2019,22480
4276,2017,19795
4277,2016,17995
4278,2017,22495
4279,2017,27995
4280,2017,20995
4281,2017,19995
4282,2017,19995
4283,2019,34795
4284,2015,34995
4285,2017,17495
4286,2017,22995
4287,2019,27400
4288,2019,22900
4289,2019,23900
4290,2020,57400
4291,2019,24900
4292,2019,39900
4293,2017,29400
4294,2020,33400
4295,2019,28900
4296,2018,33900
4297,2020,41400
4298,2018,23480
4299,2019,22678
4300,2019,29480
4301,2019,25980
4302,2019,22980
4303,2019,22480
4304,2019,22280
4305,2019,22780
4306,2019,21495
4307,2020,42480
4308,2019,26280
4309,2019,34995
4310,2020,36995
4311,2020,59995
4312,2019,26995
4313,2019,36995
4314,2019,29496
4315,2019,23995
4316,2019,30181
4317,2019,20995
4318,2017,16995
4319,2013,13995
4320,2017,19995
4321,2017,19995
4322,2016,25995
4323,2019,18995
4324,2014,17995
4325,2019,29495
4326,2019,44995
4327,2016,21995
4328,2013,11291
4329,2016,16740
4330,2016,18640
4331,2017,28698
4332,2016,16498
4333,2018,20998
4334,2017,11998
4335,2017,16998
4336,2015,14995
4337,2017,29495
4338,2018,24546
4339,2019,24295
4340,2017,16995
4341,2016,20495
4342,2017,21456
4343,2018,20995
4344,2019,46995
4345,2018,13495
4346,2017,27673
4347,2019,24495
4348,2017,19795
4349,2019,31695
4350,2017,19995
4351,2016,15429
4352,2016,25995
4353,2016,17495
4354,2018,16607
4355,2019,23280
4356,2019,22995
4357,2020,33995
4358,2019,34280
4359,2018,21995
4360,2019,25995
4361,2017,18795
4362,2017,14900
4363,2019,25400
4364,2019,33499
4365,2019,23999
4366,2019,26599
4367,2019,23995
4368,2019,23999
4369,2015,23495
4370,2019,31999
4371,2019,29799
4372,2019,28299
4373,2019,34999
4374,2019,31099
4375,2019,20499
4376,2019,23799
4377,2016,15799
4378,2017,22597
4379,2016,16991
4380,2016,16957
4381,2015,16270
4382,2019,29999
4383,2019,28499
4384,2019,29499
4385,2019,30799
4386,2019,33299
4387,2019,33499
4388,2019,36299
4389,2019,33299
4390,2019,23599
4391,2019,31999
4392,2017,29990
4393,2019,23499
4394,2017,17799
4395,2014,13999
4396,2015,11899
4397,2018,21299
4398,2015,25999
4399,2014,13495
4400,2018,18995
4401,2015,17495
4402,2019,25799
4403,2015,16732
4404,2017,38572
4405,2018,22805
4406,2018,29442
4407,2019,22966
4408,2015,28881
4409,2019,31062
4410,2017,28672
4411,2019,32056
4412,2019,25446
4413,2019,22444
4414,2016,26572
4415,2019,25764
4416,2016,31342
4417,2016,19612
4418,2017,23056
4419,2019,30899
4420,2018,26682
4421,2016,13412
4422,2016,16452
4423,2019,17498
4424,2016,29280
4425,2017,24480
4426,2019,32980
4427,2016,30480
4428,2018,18480
4429,2017,14280
4430,2019,71980
4431,2016,26480
4432,2020,47980
4433,2016,28480
4434,2019,61990
4435,2019,28190
4436,2019,28706
4437,2016,14722
4438,2019,35722
4439,2014,19662
4440,2017,25402
4441,2015,22402
4442,2017,23952
4443,2016,17443
4444,2017,22980
4445,2017,22480
4446,2019,48980
4447,2015,16980
4448,2017,16480
4449,2018,33980
4450,2017,21700
4451,2016,16480
4452,2017,19980
4453,2018,32980
4454,2016,16686
4455,2017,29931
4456,2019,30910
4457,2019,21980
4458,2019,20280
4459,2019,35480
4460,2019,27000
4461,2020,39991
4462,2020,28491
4463,2020,44491
4464,2020,29066
4465,2015,15442
4466,2019,25780
4467,2019,25980
4468,2019,21980
4469,2016,18980
4470,2019,25480
4471,2019,22980
4472,2017,13980
4473,2019,29980
4474,2019,24680
4475,2019,18780
4476,2019,20480
4477,2019,20980
4478,2017,24980
4479,2017,22980
4480,2018,31980
4481,2018,32800
4482,2018,22300
4483,2016,23980
4484,2017,14480
4485,2019,36980
4486,2019,29980
4487,2019,74980
4488,2020,39480
4489,2017,16780
4490,2019,24480
4491,2019,24780
4492,2019,29480
4493,2014,13799
4494,2015,15999
4495,2016,15495
4496,2013,11900
4497,2017,19980
4498,2020,35480
4499,2020,24980
4500,2019,44000
4501,2019,27500
4502,2019,30500
4503,2016,13680
4504,2016,23060
4505,2017,26998
4506,2016,18498
4507,2016,14998
4508,2017,14298
4509,2017,15998
4510,2013,12500
4511,2014,14980
4512,2017,19490
4513,2015,14490
4514,2015,15390
4515,2019,69990
4516,2019,19790
4517,2016,25490
4518,2019,30490
4519,2014,14400
4520,2015,14790
4521,2016,17600
4522,2019,33490
4523,2020,25890
4524,2016,24950
4525,2019,23490
4526,2019,23450
4527,2017,21290
4528,2018,14450
4529,2014,14990
4530,2017,18890
4531,2018,31990
4532,2020,25890
4533,2020,38490
4534,2020,27490
4535,2020,25990
4536,2020,25890
4537,2020,25490
4538,2020,36990
4539,2020,23990
4540,2020,38890
4541,2020,35990
4542,2019,28480
4543,2019,42980
4544,2016,25000
4545,2019,32000
4546,2019,26480
4547,2019,28480
4548,2019,29480
4549,2019,23480
4550,2019,40000
4551,2019,25890
4552,2019,31890
4553,2019,29890
4554,2019,32490
4555,2019,37990
4556,2019,34490
4557,2020,48790
4558,2020,22990
4559,2020,22990
4560,2019,43980
4561,2019,48490
4562,2019,25690
4563,2019,26990
4564,2019,24890
4565,2019,25890
4566,2019,22990
4567,2019,23990
4568,2019,28490
4569,2019,28490
4570,2019,25890
4571,2020,26990
4572,2018,20490
4573,2016,21490
4574,2017,18990
4575,2019,24490
4576,2016,20990
4577,2016,32490
4578,2017,23890
4579,2014,8990
4580,2019,32490
4581,2016,19490
4582,2018,23990
4583,2014,13490
4584,2019,20389
4585,2018,44990
4586,2016,14990
4587,2016,17890
4588,2019,23990
4589,2019,21490
4590,2019,23490
4591,2017,20990
4592,2020,24990
4593,2020,27990
4594,2020,27990
4595,2020,25990
4596,2020,25890
4597,2017,20490
4598,2017,20490
4599,2013,9990
4600,2019,26890
4601,2017,24890
4602,2017,24132
4603,2019,47300
4604,2019,47770
4605,2019,39810
4606,2019,56490
4607,2019,45881
4608,2019,39410
4609,2019,58991
4610,2019,36991
4611,2019,29991
4612,2013,9990
4613,2016,23490
4614,2017,18490
4615,2017,19690
4616,2017,20490
4617,2018,28390
4618,2020,27990
4619,2020,25890
4620,2020,26990
4621,2016,18690
4622,2013,12490
4623,2018,19890
4624,2019,34950
4625,2019,37890
4626,2019,45490
4627,2019,32990
4628,2019,22450
4629,2019,24990
4630,2019,25890
4631,2016,17450
4632,2016,15351
4633,2016,10749
4634,2014,14999
4635,2015,13999
4636,2015,17000
4637,2014,16999
4638,2015,18799
4639,2014,13490
4640,2014,8990
4641,2016,26550
4642,2019,26750
4643,2019,22957
4644,2019,23255
4645,2019,22440
4646,2019,29450
4647,2019,27028
4648,2016,11525
4649,2018,19490
4650,2019,23254
4651,2019,26995
4652,2019,23495
4653,2014,10998
4654,2018,22498
4655,2017,17498
4656,2018,20498
4657,2016,17698
4658,2018,12931
4659,2019,24581
4660,2018,23355
4661,2017,22215
4662,2017,22225
4663,2016,17650
4664,2019,22625
4665,2016,18550
4666,2017,16835
4667,2017,19450
4668,2018,21455
4669,2018,23781
4670,2018,27725
4671,2019,20490
4672,2019,28315
4673,2018,30568
4674,2019,30199
4675,2019,32305
4676,2016,25290
4677,2017,23415
4678,2019,31245
4679,2017,23450
4680,2017,43082
4681,2019,24065
4682,2019,46952
4683,2018,23354
4684,2019,48766
4685,2018,16982
4686,2019,50636
4687,2019,24462
4688,2019,24652
4689,2019,30562
4690,2019,52555
4691,2020,36880
4692,2017,17975
4693,2016,19440
4694,2019,39825
4695,2017,19945
4696,2016,16425
4697,2019,56555
4698,2019,34255
4699,2019,31203
4700,2015,17435
4701,2019,28660
4702,2019,29755
4703,2019,29885
4704,2019,29945
4705,2019,22570
4706,2019,22570
4707,2019,26420
4708,2019,23885
4709,2019,42750
4710,2017,21220
4711,2017,19450
4712,2017,27480
4713,2017,26455
4714,2019,49950
4715,2015,19825
4716,2017,29450
4717,2017,21544
4718,2018,21550
4719,2019,32305
4720,2019,32455
4721,2017,22594
4722,2019,24950
4723,2016,19590
4724,2017,23965
4725,2019,23214
4726,2019,27295
4727,2019,65000
4728,2019,34220
4729,2019,35400
4730,2019,33283
4731,2019,38750
4732,2019,39925
4733,2019,29650
4734,2019,29950
4735,2019,34945
4736,2019,58700
4737,2019,30720
4738,2015,18022
4739,2017,17681
4740,2018,32932
4741,2016,36070
4742,2016,16020
4743,2015,13500
4744,2019,31980
4745,2018,19480
4746,2019,46980
4747,2019,19980
4748,2019,47980
4749,2019,23480
4750,2019,23680
4751,2014,9980
4752,2016,16690
4753,2017,14690
4754,2019,35500
4755,2019,35250
4756,2019,32000
4757,2016,19971
4758,2019,49950
4759,2019,126000
4760,2019,28450
4761,2019,26455
4762,2016,24950
4763,2019,23450
4764,2016,17480
4765,2015,17480
4766,2019,29980
4767,2019,39980
4768,2019,27980
4769,2019,37980
4770,2019,26980
4771,2019,44980
4772,2019,56980
4773,2019,33750
4774,2019,25650
4775,2019,32250
4776,2016,23282
4777,2014,16452
4778,2019,26356
4779,2018,94522
4780,2017,18981
4781,2016,24132
4782,2018,46532
4783,2016,16991
4784,2019,52000
4785,2017,31550
4786,2018,17999
4787,2018,42525
4788,2017,19970
4789,2019,32684
4790,2019,26480
4791,2019,22980
4792,2019,22980
4793,2019,22980
4794,2019,50980
4795,2017,19980
4796,2019,25980
4797,2019,26980
4798,2019,25980
4799,2019,29980
4800,2019,23680
4801,2019,27980
4802,2016,20480
4803,2015,30980
4804,2016,17980
4805,2019,34965
4806,2018,24775
4807,2017,17880
4808,2018,27225
4809,2019,32367
4810,2019,24628
4811,2019,24535
4812,2019,25855
4813,2018,19980
4814,2019,21980
4815,2019,21980
4816,2019,20280
4817,2019,25780
4818,2019,25780
4819,2018,24600
4820,2019,47980
4821,2015,20480
4822,2017,17480
4823,2016,26000
4824,2016,21480
4825,2018,33980
4826,2019,26479
4827,2019,18780
4828,2019,24965
4829,2019,23350
4830,2019,21980
4831,2016,19480
4832,2019,19980
4833,2019,21980
4834,2018,31980
4835,2017,30580
4836,2019,21980
4837,2015,16980
4838,2017,16480
4839,2016,18780
4840,2019,34800
4841,2019,28000
4842,2019,32500
4843,2019,27000
4844,2019,26980
4845,2020,31480
4846,2020,30480
4847,2019,41500
4848,2019,32480
4849,2019,29480
4850,2019,18780
4851,2019,18780
4852,2019,42900
4853,2019,29480
4854,2017,21980
4855,2019,21980
4856,2019,21980
4857,2017,28980
4858,2019,47400
4859,2019,26980
4860,2019,34980
4861,2019,25780
4862,2019,25780
4863,2019,25780
4864,2019,25780
4865,2019,25780
4866,2019,25980
4867,2019,25980
4868,2019,21980
4869,2019,44480
4870,2019,24480
4871,2019,19980
4872,2019,19980
4873,2019,25780
4874,2019,25980
4875,2019,27980
4876,2018,27980
4877,2019,28980
4878,2019,49980
4879,2019,27980
4880,2017,19480
4881,2018,18480
4882,2017,19680
4883,2017,19280
4884,2019,27980
4885,2017,22480
4886,2018,21780
4887,2017,28980
4888,2019,22980
4889,2019,29980
4890,2017,19980
4891,2016,17980
4892,2016,29780
4893,2017,26480
4894,2017,22980
4895,2018,23980
